in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,in20,in21,in22,outcome
0.64,3,841.7264769074973,127.25295861575799,316.911,-60.3835,9.04,7.4,11.155,92.5516,-60.3068,541.4,1,45.4509,136.853,4.51,2,541.361,45.3997,4.51,48.5308,44.0208,0.629363989515062
0.63,3,987.5584837228525,182.42946742896817,316.912,-60.3858,9.13,7.47,11.2097,92.9789,-60.3083,546.7,1,45.4521,136.853,4.56,2,546.691,45.4003,4.56,48.7696,44.2094,0.6197572902482759
0.62,3,426.3683061355259,141.69361701015015,316.915,-60.3925,9.4,7.69,11.3734,94.2817,-60.3127,562.8,1,45.4559,136.853,4.69,2,562.827,45.4026,4.69,49.4861,44.7958,0.5901436960369478
0.6,3,239.406052588718,123.86283045480158,316.923,-60.413,10.23,8.37,11.8645,98.16,-60.3261,612.6,1,45.4669,136.853,5.11,2,612.625,45.4089,5.11,51.6352,46.525,0.4846279329996284
0.55,3,702.9745086722542,128.82183205760938,316.937,-60.45,11.8,9.65,12.7367,105.018,-60.35,706.3,1,45.4861,136.853,5.89,2,706.303,45.4192,5.89,55.4541,49.5638,0.216489702843298
1.34,5,687.0674685817212,160.62127721238596,316.863,-59.7757,4.81,3.94,8.1453,103.753,-60.2251,288.2,2,45.3782,136.853,2.4,3,288.217,44.9232,2.4,35.3845,32.9844,0.9440931703455756
1.18,5,281.8052886854857,104.2401174068902,316.88,-59.7642,6.13,5.01,9.18665,116.725,-60.2533,366.8,2,45.4041,136.853,3.06,3,366.807,44.8868,3.06,39.9283,36.8683,0.8169199627904111
0.75,3,169.97433087509125,168.17195452639612,316.885,-60.3181,6.57,5.38,9.51499,79.4456,-60.2622,393.6,1,45.4122,136.853,3.28,2,393.566,45.3749,3.28,41.3628,38.0828,0.6530282866062815
0.66,3,71.16107282508165,101.47232828800571,316.906,-60.3701,8.52,6.97,10.8275,89.9453,-60.2978,510,1,45.4433,136.853,4.25,2,509.95,45.395,4.25,47.0977,42.8477,0.6590796597210052
0.55,3,227.29650539858267,104.37086714825418,316.94,-60.457,12.1,9.9,12.9001,106.3,-60.3544,724.6,1,45.4896,136.853,6.04,2,724.598,45.421,6.04,56.1701,50.1299,0.16192912074049398
1.43,5,631.6934898188338,140.1995033068587,316.855,-59.7829,4.25,3.47,7.65152,97.5738,-60.2118,254.3,2,45.3655,136.853,2.12,3,254.27,44.9396,2.12,33.2313,31.1113,0.9952602071179713
1.31,5,176.48929540859535,138.1147696579165,316.865,-59.7737,5.01,4.1,8.30982,105.806,-60.2295,300,2,45.3823,136.853,2.5,3,300.002,44.9175,2.5,36.1021,33.602,0.9224280219790802
1.27,5,51.621683950768784,107.7973789422836,316.87,-59.7704,5.35,4.37,8.58395,109.224,-60.2369,320.2,2,45.3892,136.853,2.67,3,320.165,44.908,2.67,37.2981,34.6281,0.8883153801560416
1.16,5,518.3812756557018,160.6340917205582,316.882,-59.7627,6.35,5.19,9.35077,118.766,-60.2577,380.1,2,45.4081,136.853,3.17,3,380.068,44.8809,3.17,40.6456,37.4755,0.7984730971975326
0.71,3,436.27407712931745,142.60521595153457,316.894,-60.3395,7.35,6.02,10.0622,83.8352,-60.277,440.2,1,45.4253,136.853,3.67,2,440.248,45.3835,3.67,43.7528,40.0826,0.6743217242754049
0.69,3,720.1670767783653,177.75226186441355,316.898,-60.3503,7.76,6.35,10.3357,86.0248,-60.2844,464.6,1,45.4318,136.853,3.87,2,464.563,45.3878,3.87,44.9475,41.0774,0.6743795031402813
0.65,3,565.7625488287304,134.90845320323598,316.909,-60.3768,8.78,7.18,10.9912,91.2484,-60.3022,525.5,1,45.447,136.853,4.38,2,525.538,45.3973,4.38,47.8144,43.4342,0.6465647575887725
0.62,3,614.6145338637289,126.15544192407953,316.916,-60.3948,9.49,7.76,11.4279,94.7098,-60.3142,568.3,1,45.457,136.853,4.74,2,568.254,45.4031,4.74,49.725,44.9849,0.57965875802404
0.57,3,798.1713317455724,151.6722015218171,316.932,-60.4359,11.2,9.16,12.4099,102.454,-60.341,670.4,1,45.4789,136.853,5.59,2,670.412,45.4154,5.59,54.0223,48.4321,0.3215143455291679
0.57,3,623.6063420148566,128.6714941653676,316.933,-60.4383,11.29,9.24,12.4643,102.881,-60.3424,676.3,1,45.4801,136.853,5.64,2,676.327,45.416,5.64,54.261,48.6207,0.3046467689095781
1.37,5,982.7259734128602,137.2422581223898,136.86,-59.7782,4.62,3.78,7.98062,101.69,-60.2206,276.7,2,45.3738,136.853,2.31,3,276.662,44.9285,2.31,34.6667,32.3567,0.9391973745283801
1.18,5,338.0333639755845,133.1364135290131,316.88,-59.7641,6.13,5.01,9.18665,116.725,-60.2532,366.8,2,45.404,136.853,3.06,3,366.808,44.8867,3.06,39.9283,36.8683,0.8169642599201496
0.76,3,722.8764818515629,128.81722374989283,316.884,-60.3158,6.5,5.32,9.46033,79.0072,-60.2606,389,1,45.4108,136.853,3.24,2,389.043,45.3739,3.24,41.1237,37.8836,0.6495345912434206
0.71,3,17.51393895340152,141.21671882966885,316.893,-60.3373,7.27,5.95,10.0075,83.3974,-60.2755,435.5,1,45.4239,136.853,3.63,2,435.464,45.3826,3.63,43.5138,39.8837,0.6736572673293263
0.7,3,796.3682110058144,138.31441867269336,316.896,-60.3459,7.59,6.21,10.2262,85.1493,-60.2814,454.8,1,45.4291,136.853,3.79,2,454.757,45.386,3.79,44.4697,40.6797,0.6749303283187699
0.66,3,197.31722883903421,127.49578486780705,316.905,-60.3679,8.43,6.9,10.7727,89.5074,-60.2963,504.8,1,45.4419,136.853,4.21,2,504.796,45.394,4.21,46.8589,42.6487,0.6621727549540563
0.6,3,855.1528725812677,130.31143679838567,316.923,-60.4129,10.23,8.37,11.8645,98.1601,-60.326,612.6,1,45.4668,136.853,5.11,2,612.625,45.4087,5.11,51.6351,46.525,0.48414836842115405
0.56,3,851.1558211785741,119.0299077451772,316.936,-60.4476,11.69,9.57,12.6822,104.591,-60.3484,700.3,1,45.4848,136.853,5.84,2,700.257,45.4184,5.84,55.2156,49.3754,0.23454367215501698
0.55,3,693.0921458746307,150.23993935136102,316.939,-60.4546,12,9.82,12.8456,105.872,-60.3528,718.5,1,45.4883,136.853,5.99,2,718.473,45.4203,5.99,55.9314,49.9412,0.18140637609033536
1.26,5,945.6471657764632,141.157015740599,136.871,-59.7695,5.42,4.43,8.63863,109.912,-60.2383,324.3,2,45.3905,136.853,2.7,3,324.27,44.9061,2.7,37.5372,34.8373,0.8809119816032095
1.23,5,967.2968029410113,117.1400499559922,136.874,-59.7671,5.69,4.66,8.85781,112.641,-60.2443,341,2,45.3959,136.853,2.84,3,340.97,44.8984,2.84,38.4937,35.6537,0.8525348551002369
0.75,3,417.9853958883323,110.01045543540815,316.886,-60.3201,6.65,5.44,9.56967,79.8832,-60.2636,398.1,1,45.4133,136.853,3.32,2,398.114,45.3756,3.32,41.6017,38.2816,0.657165253331433
0.72,3,934.7463116340805,148.75108733799186,316.892,-60.3351,7.19,5.89,9.95283,82.9593,-60.2739,430.7,1,45.4225,136.853,3.59,2,430.707,45.3817,3.59,43.2748,39.6846,0.6728772526534946
0.71,3,97.05919516272843,106.66609709150987,316.893,-60.3372,7.27,5.95,10.0075,83.3975,-60.2754,435.5,1,45.4238,136.853,3.63,2,435.465,45.3826,3.63,43.5138,39.8837,0.6737978625671922
0.71,3,646.8860171944834,157.89788381777504,316.894,-60.3394,7.35,6.02,10.0622,83.8353,-60.2769,440.2,1,45.4251,136.853,3.67,2,440.248,45.3834,3.67,43.7528,40.0827,0.6745181724159849
0.69,3,672.2541028498672,126.4144276932197,316.898,-60.3502,7.76,6.35,10.3357,86.0248,-60.2843,464.6,1,45.4317,136.853,3.87,2,464.561,45.3877,3.87,44.9475,41.0774,0.6745817291673488
0.67,3,603.0901183958631,147.77200326424656,316.904,-60.3633,8.26,6.76,10.6635,88.6418,-60.2932,494.6,1,45.4394,136.853,4.12,2,494.585,45.3925,4.12,46.381,42.2609,0.6656048195277158
0.65,3,18.494089492131025,136.77691366987455,316.908,-60.3745,8.69,7.11,10.9366,90.8109,-60.3007,520.3,1,45.4456,136.853,4.34,2,520.312,45.3963,4.34,47.5755,43.2354,0.6516666313573605
0.59,3,661.4927455871366,181.00074283943027,316.925,-60.4173,10.42,8.53,11.9737,99.0248,-60.329,624,1,45.4692,136.853,5.2,2,623.978,45.4101,5.2,52.1126,46.9124,0.4586370736160518
1.25,5,130.52554085548036,117.19943457914104,316.871,-59.7691,5.48,4.49,8.69364,110.589,-60.2398,328.4,2,45.3917,136.853,2.74,3,328.413,44.904,2.74,37.7763,35.0363,0.8727555318448215
1.23,5,87.81807202124037,105.39945116367063,316.874,-59.7671,5.69,4.66,8.85787,112.641,-60.2442,341,2,45.3959,136.853,2.84,3,340.972,44.8983,2.84,38.4936,35.6536,0.8525367810623993
0.56,3,399.1302154175937,183.68127417842055,316.935,-60.4452,11.59,9.49,12.6278,104.163,-60.3468,694.2,1,45.4835,136.853,5.79,2,694.235,45.4177,5.79,54.9769,49.1867,0.2512590977637655
1.44,5,956.7806244911626,84.65758494006104,316.854,-59.7836,4.19,3.42,7.59657,96.8862,-60.2101,250.6,2,45.3639,136.853,2.09,3,250.626,44.9412,2.09,32.992,30.9021,0.9987904957619206
1.3,5,22.639802063349634,144.4599981157997,316.866,-59.7727,5.08,4.15,8.36468,106.494,-60.2309,304,2,45.3835,136.853,2.53,3,303.983,44.9154,2.53,36.3413,33.8113,0.9169679192482587
1.27,5,121.08823933126405,125.18612149120193,316.87,-59.7703,5.35,4.37,8.58385,109.224,-60.2368,320.2,2,45.3889,136.853,2.67,3,320.159,44.9078,2.67,37.2979,34.6279,0.8882306378208895
0.72,3,898.7577255209908,103.87477917430682,316.891,-60.3328,7.11,5.82,9.89818,82.5215,-60.2724,426,1,45.4211,136.853,3.55,2,425.976,45.3808,3.55,43.0358,39.4857,0.6677599711876062
0.71,3,438.35071999719366,146.53617995717323,316.894,-60.3393,7.35,6.02,10.0621,83.8354,-60.2768,440.2,1,45.425,136.853,3.67,2,440.244,45.3833,3.67,43.7529,40.0827,0.6747801032700914
0.7,3,849.280730437953,119.76548192263976,316.895,-60.3436,7.51,6.15,10.1716,84.7109,-60.2798,449.9,1,45.4276,136.853,3.75,2,449.894,45.385,3.75,44.2306,40.4804,0.6750150706539221
0.7,3,850.581221594708,89.95456712583078,316.896,-60.3458,7.59,6.21,10.2262,85.1491,-60.2813,454.8,1,45.4289,136.853,3.79,2,454.753,45.3859,3.79,44.4696,40.6795,0.6752692976593784
0.65,3,945.0121563731227,140.57528226012528,316.907,-60.3721,8.6,7.04,10.882,90.3828,-60.2991,515.1,1,45.4443,136.853,4.29,2,515.117,45.3956,4.29,47.3365,43.0464,0.6559153038879401
0.61,3,842.277462267084,111.85079783174001,316.918,-60.3991,9.67,7.91,11.5373,95.5749,-60.317,579.2,1,45.4593,136.853,4.83,2,579.202,45.4044,4.83,50.2026,45.3725,0.5581727241386616
0.6,3,179.1583963490557,177.5312628050736,316.923,-60.4128,10.23,8.37,11.8645,98.1602,-60.3259,612.6,1,45.4666,136.853,5.11,2,612.623,45.4085,5.11,51.6351,46.5251,0.4831218305885163
1.36,5,976.0467012275476,63.652104257166144,316.861,-59.7772,4.68,3.83,8.0357,102.378,-60.2219,280.5,2,45.3751,136.853,2.34,3,280.494,44.9265,2.34,34.906,32.5659,0.9573495679103889
1.32,5,287.13751621730626,176.53073913333546,316.864,-59.7743,4.94,4.05,8.25505,105.119,-60.2279,296.1,2,45.3806,136.853,2.47,3,296.05,44.919,2.47,35.8629,33.3929,0.929467413683191
1.24,5,369.8022167910822,133.33064649949628,316.873,-59.7679,5.62,4.6,8.80316,111.953,-60.2427,336.8,2,45.3943,136.853,2.81,3,336.76,44.9,2.81,38.2545,35.4445,0.8594432813772943
1.2,5,209.4341422333382,128.4336770702582,316.878,-59.7647,5.98,4.89,9.07706,115.37,-60.2501,358.1,2,45.4012,136.853,2.98,3,358.092,44.8906,2.98,39.4502,36.4701,0.8290323388306714
0.74,3,258.8544245827943,139.2693623729038,316.887,-60.3241,6.8,5.57,9.67923,80.7694,-60.2664,407.3,1,45.4159,136.853,3.39,2,407.3,45.3773,3.39,42.0798,38.6897,0.6615160018566275
0.72,3,826.8644127957523,142.8373735306348,316.891,-60.3328,7.11,5.82,9.89818,82.5215,-60.2723,426,1,45.4211,136.853,3.55,2,425.977,45.3807,3.55,43.0359,39.4857,0.6678909366146594
0.71,3,328.1465799638536,125.4084570320521,316.893,-60.3371,7.27,5.95,10.0074,83.3976,-60.2753,435.5,1,45.4237,136.853,3.63,2,435.461,45.3824,3.63,43.5139,39.8838,0.6741792030753764
0.68,3,212.89866410684772,145.53076692158606,316.899,-60.3522,7.84,6.42,10.3903,86.4626,-60.2857,469.5,1,45.4328,136.853,3.91,2,469.5,45.3883,3.91,45.1865,41.2763,0.6745952109024866
0.64,3,63.50814161798917,139.9963978721131,316.91,-60.381100000000004,8.95,7.33,11.1004,92.1137,-60.305,536.1,1,45.4493,136.853,4.47,2,536.062,45.3985,4.47,48.292,43.8219,0.6356869232947051
0.62,3,199.86807523714378,109.13815846167739,316.916,-60.3946,9.49,7.76,11.428,94.7098,-60.314,568.3,1,45.4567,136.853,4.74,2,568.256,45.4029,4.74,49.725,44.9849,0.5790636357158129
0.58,3,490.6263319570571,130.60400809462413,316.928,-60.4264,10.8,8.84,12.1917,100.745,-60.3348,647,1,45.4739,136.853,5.39,2,646.986,45.4127,5.39,53.0675,47.6773,0.3958757446251211
1.4,5,262.2377739441581,175.21127113952392,136.857,-59.7801,4.43,3.63,7.81617,99.6367,-60.216,265.4,2,45.3694,136.853,2.21,3,265.351,44.9339,2.21,33.949,31.7389,0.9829013079209047
1.34,5,365.2534288652241,77.56729106139352,316.863,-59.7755,4.81,3.94,8.14521,103.753,-60.2249,288.2,2,45.3778,136.853,2.4,3,288.214,44.9228,2.4,35.3845,32.9844,0.9437888683238931
1.29,5,875.1515871458687,124.74700688801632,316.868,-59.7714,5.21,4.26,8.47435,107.859,-60.2338,312,2,45.3861,136.853,2.6,3,312.024,44.9115,2.6,36.8198,34.2197,0.9025617222724044
1.28,5,750.2026153267361,112.19665291241655,136.869,-59.7705,5.28,4.32,8.52914,108.546,-60.2352,316.1,2,45.3875,136.853,2.63,3,316.079,44.9097,2.63,37.0587,34.4287,0.8977333351308981
1.21,5,536.0988782027271,140.07747376048462,136.877,-59.7655,5.91,4.83,9.02216,114.683,-60.2486,353.8,2,45.3997,136.853,2.95,3,353.769,44.8923,2.95,39.2111,36.2611,0.8342016212749486
0.63,3,495.2433806785848,156.97354761349575,316.913,-60.3877,9.22,7.54,11.2643,93.4169,-60.3095,552,1,45.453,136.853,4.6,2,552.048,45.4007,4.6,49.0085,44.4085,0.6068726033808342
1.44,5,992.9227744960226,97.09031208117472,316.854,-59.7835,4.19,3.42,7.59659,96.8863,-60.21,250.6,2,45.3637,136.853,2.09,3,250.627,44.941,2.09,32.9921,30.9021,0.9988078294213834
1.3,5,22.010218610754237,108.23516017386817,316.866,-59.7725,5.08,4.15,8.36457,106.494,-60.2308,304,2,45.3833,136.853,2.53,3,303.98,44.9153,2.53,36.3414,33.8114,0.9168754730644563
0.73,3,488.56817148881964,163.61800473277964,316.889,-60.3284,6.96,5.69,9.78858,81.6455,-60.2693,416.6,1,45.4184,136.853,3.47,2,416.581,45.3789,3.47,42.5579,39.0877,0.6148191232635044
0.66,3,144.1766905914992,130.90036592265574,316.904,-60.3653,8.34,6.83,10.7181,89.0796,-60.2946,499.7,1,45.4404,136.853,4.16,2,499.676,45.3931,4.16,46.6199,42.4598,0.6630875869812662
0.61,3,631.9787690669764,103.05461060525471,316.919,-60.4035,9.86,8.07,11.6463,96.4401,-60.3198,590.2,1,45.4616,136.853,4.92,2,590.235,45.4057,4.92,50.6801,45.7601,0.5345507982150184
0.58,3,755.6409673793241,146.20444611616415,316.927,-60.424,10.71,8.76,12.1371,100.318,-60.3332,641.2,1,45.4726,136.853,5.34,2,641.189,45.4119,5.34,52.8289,47.4888,0.41077883983891256
0.56,3,158.27442513685673,161.81289373577158,316.934,-60.4427,11.49,9.4,12.5731,103.736,-60.3452,688.2,1,45.4821,136.853,5.74,2,688.231,45.4169,5.74,54.7382,48.998,0.26837897542664874
1.4,5,570.6591480982024,137.62795715015383,136.857,-59.78,4.43,3.63,7.81618,99.6368,-60.2159,265.4,2,45.3693,136.853,2.21,3,265.352,44.9338,2.21,33.949,31.7389,0.9828839742614419
1.32,5,677.8461814725306,159.20911357884805,316.864,-59.7742,4.94,4.05,8.25506,105.119,-60.2278,296.1,2,45.3804,136.853,2.47,3,296.051,44.9188,2.47,35.863,33.3929,0.9293287444074875
1.31,5,312.70664545544423,76.53526903568093,316.865,-59.7734,5.01,4.1,8.30985,105.806,-60.2293,300,2,45.3819,136.853,2.5,3,300.004,44.917,2.5,36.1022,33.6021,0.9221314238060481
1.3,5,979.1746603329666,143.46329628625566,316.866,-59.7725,5.08,4.15,8.36457,106.494,-60.2307,304,2,45.3833,136.853,2.53,3,303.98,44.9152,2.53,36.3414,33.8114,0.9168157682374174
1.26,5,48.344099493231624,129.03621378487688,316.87,-59.7693,5.42,4.43,8.63872,109.911,-60.2381,324.3,2,45.3901,136.853,2.7,3,324.272,44.9057,2.7,37.5371,34.8371,0.8808022017599443
0.69,3,447.7264477829449,156.7889449644108,316.898,-60.35,7.76,6.35,10.3356,86.0251,-60.2841,464.6,1,45.4313,136.853,3.87,2,464.559,45.3873,3.87,44.9476,41.0775,0.6752346303404524
0.68,3,287.6480263755657,153.51655769059607,316.901,-60.3567,8.01,6.55,10.4995,87.3286,-60.2886,479.5,1,45.4351,136.853,4,2,479.451,45.3896,4,45.6644,41.6643,0.6730139959670354
0.67,3,457.22947460529394,122.67392884531425,316.902,-60.3588,8.09,6.62,10.5543,87.7666,-60.2901,484.5,1,45.4364,136.853,4.04,2,484.476,45.3905,4.04,45.9033,41.8633,0.6717833061451677
0.61,3,136.22619652585126,84.85887152943019,316.918,-60.4011,9.76,7.99,11.5917,96.0121,-60.3183,584.7,1,45.4603,136.853,4.87,2,584.699,45.405,4.87,50.4413,45.5711,0.5476473409203404
0.6,3,978.4678781004623,167.42800981974636,316.921,-60.408,10.04,8.22,11.7555,97.3051,-60.3228,601.4,1,45.464,136.853,5.01,2,601.383,45.4071,5.01,51.1576,46.1476,0.5108826491994739
0.57,3,559.0248476304114,148.31698129371244,316.931,-60.4333,11.1,9.08,12.3552,102.026,-60.3392,664.5,1,45.4773,136.853,5.54,2,664.509,45.4143,5.54,53.7835,48.2432,0.3404619612843088
0.57,3,784.8720370044466,150.3971472247849,316.932,-60.438,11.29,9.24,12.4643,102.881,-60.3422,676.3,1,45.4796,136.853,5.64,2,676.323,45.4156,5.64,54.2609,48.6206,0.30242035664967326
1.43,5,811.9027993499767,166.82913226397795,316.854,-59.7825,4.25,3.47,7.65144,97.5737,-60.2115,254.3,2,45.365,136.853,2.12,3,254.267,44.9391,2.12,33.2312,31.1112,0.9953603571504236
1.37,5,41.87996796797961,119.85223274315533,316.86,-59.7779,4.62,3.78,7.98075,101.691,-60.2203,276.7,2,45.3734,136.853,2.31,3,276.667,44.9281,2.31,34.6668,32.3569,0.9642945874685348
1.21,5,209.39437950705178,120.38548834926002,316.876,-59.7657,5.84,4.78,8.96751,114.006,-60.247,349.5,2,45.3983,136.853,2.91,3,349.482,44.8942,2.91,38.972,36.0619,0.783323478826935
1.2,5,973.2263584067114,123.9777170053147,316.878,-59.7645,5.98,4.89,9.07702,115.371,-60.25,358.1,2,45.401,136.853,2.98,3,358.09,44.8903,2.98,39.4502,36.4702,0.8291267109766364
0.71,3,529.7194657165091,119.51586519443558,316.894,-60.3391,7.35,6.02,10.0622,83.835,-60.2767,440.3,1,45.4248,136.853,3.67,2,440.25,45.383,3.67,43.7527,40.0825,0.6754503381026576
0.69,3,407.87569854967296,130.9651019092963,316.898,-60.35,7.76,6.35,10.3356,86.0251,-60.2841,464.6,1,45.4313,136.853,3.87,2,464.559,45.3873,3.87,44.9476,41.0776,0.675334780372905
0.66,3,686.8772957785986,172.38410056721125,316.904,-60.3653,8.34,6.83,10.7181,89.0797,-60.2945,499.7,1,45.4403,136.853,4.16,2,499.677,45.393,4.16,46.6199,42.4599,0.6631376619974925
0.66,3,731.4378140745685,99.1099180445848,316.905,-60.3676,8.43,6.9,10.7728,89.5072,-60.296,504.8,1,45.4415,136.853,4.21,2,504.802,45.3936,4.21,46.8588,42.6486,0.6623306838513852
0.63,3,659.0216514123604,70.24677496144632,316.913,-60.3876,9.22,7.54,11.2643,93.417,-60.3094,552,1,45.4528,136.853,4.6,2,552.049,45.4005,4.6,49.0086,44.4085,0.6065182263429254
0.62,3,153.44520847988315,166.98190729772884,316.916,-60.3944,9.49,7.76,11.428,94.7096,-60.3138,568.3,1,45.4565,136.853,4.74,2,568.256,45.4026,4.74,49.7249,44.9848,0.5785224403481372
0.61,3,341.75794739625417,118.41067110891855,316.918,-60.4011,9.76,7.99,11.5917,96.012200000000007,-60.3183,584.7,1,45.4603,136.853,4.87,2,584.7,45.4049,4.87,50.4413,45.5711,0.5474797822121987
0.56,3,367.88631244096905,122.7811288176692,316.933,-60.4403,11.39,9.32,12.5188,103.309,-60.3436,682.3,1,45.4808,136.853,5.69,2,682.269,45.4161,5.69,54.4997,48.8096,0.2849634356083441
0.56,3,269.3437688034028,151.91349315380987,316.934,-60.4426,11.49,9.4,12.5731,103.736,-60.3451,688.2,1,45.482,136.853,5.74,2,688.233,45.4168,5.74,54.7383,48.9981,0.267795408891397
0.74,3,443.32061982690357,88.07062324646985,316.887,-60.324,6.8,5.57,9.6792,80.7695,-60.2663,407.3,1,45.4156,136.853,3.39,2,407.299,45.3771,3.39,42.0798,38.6898,0.6627004685865943
0.71,3,338.12437199940905,91.82839916497402,316.893,-60.3391,7.35,6.02,10.0623,83.835,-60.2766,440.3,1,45.4247,136.853,3.67,2,440.251,45.383,3.67,43.7527,40.0825,0.6756294525837746
0.68,3,649.6779728841502,105.62255487557668,316.899,-60.3521,7.84,6.42,10.3902,86.4628,-60.2856,469.5,1,45.4325,136.853,3.91,2,469.499,45.3881,3.91,45.1865,41.2764,0.6752095928323394
0.65,3,879.2311945254914,126.36632981193863,316.908,-60.3742,8.69,7.11,10.9366,90.8108,-60.3004,520.3,1,45.4452,136.853,4.34,2,520.313,45.3959,4.34,47.5754,43.2354,0.5241987515913263
0.63,3,686.2580836506095,181.46768729494377,316.913,-60.3876,9.22,7.54,11.2643,93.4171,-60.3093,552,1,45.4528,136.853,4.6,2,552.05,45.4005,4.6,49.0086,44.4085,0.606358371483434
0.6,3,814.9746621747036,152.94381649732065,316.92,-60.4056,9.95,8.14,11.7008,96.8776,-60.3212,595.8,1,45.4627,136.853,4.96,2,595.794,45.4064,4.96,50.9189,45.9588,0.5239868957534463
0.59,3,23.018142857588828,93.4906798896955,316.925,-60.4194,10.52,8.6,12.0281,99.4523,-60.3302,629.7,1,45.4699,136.853,5.25,2,629.685,45.4103,5.25,52.3512,47.1012,0.442701662683135
1.43,5,294.29698888910934,180.26154996060157,136.854,-59.7825,4.25,3.47,7.65139,97.5738,-60.2114,254.3,2,45.3649,136.853,2.12,3,254.265,44.939,2.12,33.2312,31.1113,0.9953834686963741
1.22,5,178.75028635724448,75.22696483647812,316.875,-59.7665,5.77,4.72,8.91273,113.319,-60.2455,345.2,2,45.3967,136.853,2.88,3,345.216,44.8959,2.88,38.7329,35.853,0.8454916114718012
1.17,5,903.2606379317585,123.3309270354826,316.881,-59.7626,6.27,5.13,9.2961,118.089,-60.2558,375.6,2,45.4062,136.853,3.13,3,375.622,44.8823,3.13,40.4064,37.2763,0.804734400187974
0.71,3,215.6456501991488,129.409046986435,316.893,-60.3391,7.35,6.02,10.0623,83.8351,-60.2766,440.3,1,45.4246,136.853,3.67,2,440.251,45.3829,3.67,43.7527,40.0825,0.6757989372540789
0.66,3,406.62306954106316,189.82767497578436,316.906,-60.3697,8.52,6.97,10.8274,89.9452,-60.2974,509.9,1,45.4426,136.853,4.25,2,509.948,45.3943,4.25,47.0977,42.8476,0.6592761078615852
0.64,3,474.5547325061634,99.82725975633376,316.91,-60.3809,8.95,7.33,11.1005,92.1139,-60.3049,536.1,1,45.4489,136.853,4.47,2,536.065,45.3981,4.47,48.2921,43.822,0.634908834581036
0.63,3,177.38157076272182,158.25949608280595,316.913,-60.3875,9.22,7.54,11.2643,93.4168,-60.3093,552,1,45.4527,136.853,4.6,2,552.045,45.4004,4.6,49.0084,44.4084,0.6062042945104302
1.4,5,835.3351502164733,90.10898277624715,136.857,-59.7799,4.43,3.63,7.81608,99.637,-60.2158,265.3,2,45.3691,136.853,2.21,3,265.349,44.9335,2.21,33.9491,31.739,0.9827915280776396
1.38,5,954.8057814182248,152.17810307947545,316.859,-59.7782,4.56,3.73,7.92576,101.012,-60.2188,272.9,2,45.3719,136.853,2.27,3,272.865,44.9299,2.27,34.4276,32.1575,0.9717461350754304
1.3,5,180.05647801351734,157.2181912413112,136.866,-59.7724,5.08,4.15,8.36453,106.494,-60.2306,304,2,45.3831,136.853,2.53,3,303.977,44.915,2.53,36.3412,33.8113,0.916642431642788
